DATE       TIME       1._Wind_speed_[ 2._Wind_dir._[d 3._Air_temp._[° 
2018-07-17 09:14:00            1.9395         342.496            16.4 
2018-07-17 09:14:15              2.25         354.299         16.5984 
2018-07-17 09:14:30            2.9395         313.797         16.6992 
2018-07-17 09:14:45            1.5695           317.9              17 
2018-07-17 09:15:00            2.4695        310.1945         16.2992 
2018-07-17 09:15:15            2.3095        340.6975         16.8992 
2018-07-17 09:15:30            2.0695         323.598            17.2 
2018-07-17 09:15:45            2.2895        307.8955         17.4992 
2018-07-17 09:16:00            2.9595         346.599         16.4992 
2018-07-17 09:16:15            2.1295         338.998         16.6992 
2018-07-17 09:16:30            2.5995         354.695         16.5984 
2018-07-17 09:16:45            2.1595         348.799         16.5984 
2018-07-17 09:17:00            2.7095         357.698         16.4992 
2018-07-17 09:17:15            3.4795        358.4955         16.8992 
2018-07-17 09:17:30            2.4395        340.6975            16.8 
2018-07-17 09:17:45            3.7495         311.696         16.8992 
2018-07-17 09:18:00            3.3495         327.096         16.4992 
2018-07-17 09:18:15            2.6395        315.1995         16.4992 
2018-07-17 09:18:30            3.1195         331.298            16.4 
2018-07-17 09:18:45            2.5195        336.0995         16.4992 
2018-07-17 09:19:00            2.8295        335.3955         16.5984 
2018-07-17 09:19:15            3.1295        325.3965         16.5984 
2018-07-17 09:19:30            4.0195        336.2975            16.4 
2018-07-17 09:19:45            3.9995           339.9            16.4 
2018-07-17 09:20:00            3.1995        334.1965         16.4992 
2018-07-17 09:20:15            2.5995         341.396         16.4992 
2018-07-17 09:20:30            3.5395        327.2995         17.0992 
2018-07-17 09:20:45            3.0695        330.6985         16.4992 
2018-07-17 09:21:00            2.5995        326.4965         16.4992 
2018-07-17 09:21:15            3.4895        318.4995            16.8 
2018-07-17 09:21:30            3.2995        316.2995         16.5984 
2018-07-17 09:21:45            3.5195        321.7995         16.6992 
2018-07-17 09:22:00            3.9995         321.596         16.6992 
2018-07-17 09:22:15            3.5495        339.6965         16.8992 
2018-07-17 09:22:30            2.2795         311.399         16.6992 
2018-07-17 09:22:45            2.8295         320.199         16.8992 
2018-07-17 09:23:00            2.4095             319            16.8 
2018-07-17 09:23:15            3.0895         331.496         16.6992 
2018-07-17 09:23:30            3.2595        311.8995         17.4992 
2018-07-17 09:23:45            3.4895        334.1965         16.6992 
2018-07-17 09:24:00            2.6695         333.795         16.5984 
2018-07-17 09:24:15            1.8095        325.4955            16.8 
2018-07-17 09:24:30            3.0595        312.0975         17.0992 
2018-07-17 09:24:45            3.4495         332.299            16.4 
2018-07-17 09:25:00            3.0895        328.3995         16.4992 
2018-07-17 09:25:15            3.0595         324.797         16.4992 
2018-07-17 09:25:30            2.8395           333.3            16.4 
2018-07-17 09:25:45            2.6495         334.697         16.4992 
2018-07-17 09:26:00            2.0295        313.1975            17.2 
2018-07-17 09:26:15            1.7095         318.296              17 
2018-07-17 09:26:30            1.8995         316.899              17 
2018-07-17 09:26:45            2.6295        311.9985         16.8992 
